word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
finer,132,118,129,115,2.59,2.1239,1.41,2.0755,5
genes,147,118,141,114,2.88,2.1703,1.41,2.0755,5
dunno,204,117,173,97,4,2.3118,1.39,2.0719,5
homey,171,117,156,110,3.35,2.2355,1.39,2.0719,5
joker,233,117,132,98,4.57,2.3692,1.39,2.0719,5
linen,149,117,129,102,2.92,2.1761,1.39,2.0719,5
mourn,129,117,124,112,2.53,2.1139,1.39,2.0719,5
props,152,117,130,102,2.98,2.1847,1.39,2.0719,5
tango,274,117,167,71,5.37,2.4393,1.39,2.0719,5
thugs,173,117,157,114,3.39,2.2405,1.39,2.0719,5
arena,185,116,154,95,3.63,2.2695,1.38,2.0682,5
caves,202,116,192,111,3.96,2.3075,1.38,2.0682,5
chute,184,116,181,115,3.61,2.2672,1.38,2.0682,5
crews,167,116,157,113,3.27,2.2253,1.38,2.0682,5
pupil,160,116,153,114,3.14,2.2068,1.38,2.0682,5
relay,152,116,142,111,2.98,2.1847,1.38,2.0682,5
tempt,129,116,119,109,2.53,2.1139,1.38,2.0682,5
woody,433,116,28,22,8.49,2.6375,1.38,2.0682,5
amuse,133,115,124,106,2.61,2.1271,1.37,2.0645,5
annoy,128,115,126,114,2.51,2.1106,1.37,2.0645,5
bathe,128,115,114,104,2.51,2.1106,1.37,2.0645,5
blush,136,115,127,110,2.67,2.1367,1.37,2.0645,5
jacob,595,115,37,1,11.67,2.7752,1.37,2.0645,5
paged,142,115,141,114,2.78,2.1553,1.37,2.0645,5
germs,154,114,131,104,3.02,2.1903,1.36,2.0607,5
jumbo,144,114,110,95,2.82,2.1614,1.36,2.0607,5
rogue,190,114,123,103,3.73,2.281,1.36,2.0607,5
vocal,151,114,141,108,2.96,2.1818,1.36,2.0607,5
wacky,164,114,128,107,3.22,2.2175,1.36,2.0607,5
boxer,196,113,162,100,3.84,2.2945,1.35,2.0569,5
males,134,113,123,106,2.63,2.1303,1.35,2.0569,5
reset,164,113,133,95,3.22,2.2175,1.35,2.0569,5
sails,164,113,159,112,3.22,2.2175,1.35,2.0569,5
stoop,125,113,113,105,2.45,2.1004,1.35,2.0569,5
gents,150,112,137,102,2.94,2.179,1.34,2.0531,5
roles,148,112,147,111,2.9,2.1732,1.34,2.0531,5
semen,201,112,185,104,3.94,2.3054,1.34,2.0531,5
trout,205,112,148,94,4.02,2.3139,1.34,2.0531,5
whiff,127,112,123,109,2.49,2.1072,1.34,2.0531,5
wider,127,112,110,100,2.49,2.1072,1.34,2.0531,5
arise,151,111,105,84,2.96,2.1818,1.32,2.0492,5
exams,145,111,139,109,2.84,2.1644,1.32,2.0492,5
posse,221,111,213,109,4.33,2.3464,1.32,2.0492,5
posts,141,111,141,111,2.76,2.1523,1.32,2.0492,5
brink,127,110,112,102,2.49,2.1072,1.31,2.0453,5
dolly,306,110,75,50,6,2.4871,1.31,2.0453,5
farms,145,110,122,91,2.84,2.1644,1.31,2.0453,5
fiend,143,110,136,105,2.8,2.1584,1.31,2.0453,5
flour,161,110,149,106,3.16,2.2095,1.31,2.0453,5
fumes,146,110,134,107,2.86,2.1673,1.31,2.0453,5
legit,136,110,132,108,2.67,2.1367,1.31,2.0453,5
voila,129,110,43,36,2.53,2.1139,1.31,2.0453,5
vouch,126,110,125,109,2.47,2.1038,1.31,2.0453,5
wacko,141,110,123,100,2.76,2.1523,1.31,2.0453,5
cramp,143,109,128,104,2.8,2.1584,1.3,2.0414,5
ledge,179,109,175,108,3.51,2.2553,1.3,2.0414,5
quits,121,109,119,108,2.37,2.0864,1.3,2.0414,5
rodeo,283,109,208,81,5.55,2.4533,1.3,2.0414,5
steep,125,109,122,107,2.45,2.1004,1.3,2.0414,5
barks,164,108,133,86,3.22,2.2175,1.29,2.0374,5
elder,359,108,107,82,7.04,2.5563,1.29,2.0374,5
maids,141,108,129,100,2.76,2.1523,1.29,2.0374,5
patio,133,108,125,103,2.61,2.1271,1.29,2.0374,5
sorta,149,108,122,89,2.92,2.1761,1.29,2.0374,5
spear,232,108,173,98,4.55,2.3674,1.29,2.0374,5
tacky,134,108,119,99,2.63,2.1303,1.29,2.0374,5
teeny,128,108,103,99,2.51,2.1106,1.29,2.0374,5
tours,132,108,103,95,2.59,2.1239,1.29,2.0374,5
villa,224,108,142,81,4.39,2.3522,1.29,2.0374,5
apron,136,107,132,105,2.67,2.1367,1.28,2.0334,5
comfy,115,107,97,90,2.25,2.0645,1.28,2.0334,5
muddy,153,107,105,92,3,2.1875,1.28,2.0334,5
pager,147,107,130,100,2.88,2.1703,1.28,2.0334,5
skunk,166,107,144,101,3.25,2.2227,1.28,2.0334,5
beads,180,106,167,100,3.53,2.2577,1.26,2.0294,5
cling,128,106,112,99,2.51,2.1106,1.26,2.0294,5
fishy,143,106,126,101,2.8,2.1584,1.26,2.0294,5
lever,163,106,154,102,3.2,2.2148,1.26,2.0294,5
limbs,132,106,129,104,2.59,2.1239,1.26,2.0294,5
loony,123,106,113,102,2.41,2.0934,1.26,2.0294,5
padre,215,106,54,43,4.22,2.3345,1.26,2.0294,5
slime,141,106,126,101,2.76,2.1523,1.26,2.0294,5
spook,140,106,128,101,2.75,2.1492,1.26,2.0294,5
craps,155,105,125,91,3.04,2.1931,1.25,2.0253,5
salty,127,105,106,90,2.49,2.1072,1.25,2.0253,5
skins,136,105,116,98,2.67,2.1367,1.25,2.0253,5
wraps,117,105,115,104,2.29,2.0719,1.25,2.0253,5
beams,137,104,127,98,2.69,2.1399,1.24,2.0212,5
combo,125,104,118,99,2.45,2.1004,1.24,2.0212,5
dairy,142,104,106,73,2.78,2.1553,1.24,2.0212,5
dread,128,104,110,98,2.51,2.1106,1.24,2.0212,5
lifts,121,104,114,101,2.37,2.0864,1.24,2.0212,5
snaps,144,104,112,98,2.82,2.1614,1.24,2.0212,5
thine,147,104,127,88,2.88,2.1703,1.24,2.0212,5
windy,134,104,91,81,2.63,2.1303,1.24,2.0212,5
forge,166,103,80,78,3.25,2.2227,1.23,2.017,5
furry,122,103,111,95,2.39,2.0899,1.23,2.017,5
knack,127,103,126,103,2.49,2.1072,1.23,2.017,5
manor,174,103,96,72,3.41,2.243,1.23,2.017,5
sling,117,103,104,92,2.29,2.0719,1.23,2.017,5
aging,131,102,127,100,2.57,2.1206,1.22,2.0128,5
itchy,116,102,106,97,2.27,2.0682,1.22,2.0128,5
loans,141,102,129,96,2.76,2.1523,1.22,2.0128,5
lords,175,102,112,72,3.43,2.2455,1.22,2.0128,5
pushy,121,102,110,96,2.37,2.0864,1.22,2.0128,5
riots,121,102,111,95,2.37,2.0864,1.22,2.0128,5
adapt,134,101,124,97,2.63,2.1303,1.2,2.0086,5
felon,128,101,126,100,2.51,2.1106,1.2,2.0086,5
grove,197,101,59,40,3.86,2.2967,1.2,2.0086,5
rinse,120,101,103,89,2.35,2.0828,1.2,2.0086,5
crops,133,100,130,99,2.61,2.1271,1.19,2.0043,5
glued,115,100,111,99,2.25,2.0645,1.19,2.0043,5
heist,160,100,142,92,3.14,2.2068,1.19,2.0043,5
leaks,112,100,108,98,2.2,2.0531,1.19,2.0043,5
oddly,105,100,67,63,2.06,2.0253,1.19,2.0043,5
rouge,165,100,51,45,3.24,2.2201,1.19,2.0043,5
slams,114,100,99,87,2.24,2.0607,1.19,2.0043,5
whoop,197,100,83,54,3.86,2.2967,1.19,2.0043,5
berry,178,99,53,43,3.49,2.2529,1.18,2,5
dares,123,99,118,95,2.41,2.0934,1.18,2,5
decks,130,99,128,98,2.55,2.1173,1.18,2,5
fanny,262,99,62,46,5.14,2.42,1.18,2,5
melon,218,99,121,90,4.27,2.3404,1.18,2,5
satin,133,99,103,84,2.61,2.1271,1.18,2,5
senor,295,99,115,45,5.78,2.4713,1.18,2,5
beeps,153,98,103,66,3,2.1875,1.17,1.9956,5
lacks,107,98,102,93,2.1,2.0334,1.17,1.9956,5
posed,112,98,109,96,2.2,2.0531,1.17,1.9956,5
swung,117,98,99,87,2.29,2.0719,1.17,1.9956,5
crabs,162,97,141,91,3.18,2.2122,1.16,1.9912,5
depot,150,97,116,68,2.94,2.179,1.16,1.9912,5
hoops,141,97,107,95,2.76,2.1523,1.16,1.9912,5
vivid,104,97,100,94,2.04,2.0212,1.16,1.9912,5
wedge,119,97,107,90,2.33,2.0792,1.16,1.9912,5
yahoo,149,97,37,33,2.92,2.1761,1.16,1.9912,5
clams,138,96,124,90,2.71,2.143,1.14,1.9868,5
seals,139,96,98,73,2.73,2.1461,1.14,1.9868,5
weave,105,96,100,91,2.06,2.0253,1.14,1.9868,5
belle,413,95,46,40,8.1,2.617,1.13,1.9823,5
cages,124,95,121,93,2.43,2.0969,1.13,1.9823,5
colon,129,95,112,86,2.53,2.1139,1.13,1.9823,5
debut,132,95,131,95,2.59,2.1239,1.13,1.9823,5
decaf,122,95,99,83,2.39,2.0899,1.13,1.9823,5
fleas,133,95,128,91,2.61,2.1271,1.13,1.9823,5
frogs,172,95,147,88,3.37,2.238,1.13,1.9823,5
shush,135,95,69,55,2.65,2.1335,1.13,1.9823,5
slash,122,95,108,86,2.39,2.0899,1.13,1.9823,5
bolts,111,94,106,90,2.18,2.0492,1.12,1.9777,5
crave,106,94,103,93,2.08,2.0294,1.12,1.9777,5
moody,115,94,91,80,2.25,2.0645,1.12,1.9777,5
pluck,118,94,109,89,2.31,2.0755,1.12,1.9777,5
poets,143,94,101,81,2.8,2.1584,1.12,1.9777,5
shady,120,94,75,70,2.35,2.0828,1.12,1.9777,5
stomp,136,94,97,80,2.67,2.1367,1.12,1.9777,5
aimed,99,93,98,92,1.94,2,1.11,1.9731,5
bagel,156,93,128,86,3.06,2.1959,1.11,1.9731,5
dwarf,157,93,126,83,3.08,2.1987,1.11,1.9731,5
index,106,93,101,89,2.08,2.0294,1.11,1.9731,5
latte,123,93,110,84,2.41,2.0934,1.11,1.9731,5
robes,117,93,116,92,2.29,2.0719,1.11,1.9731,5
shalt,169,93,168,92,3.31,2.2304,1.11,1.9731,5
snoop,127,93,72,60,2.49,2.1072,1.11,1.9731,5
tread,116,93,94,80,2.27,2.0682,1.11,1.9731,5
bowls,111,92,106,88,2.18,2.0492,1.1,1.9685,5
clips,111,92,108,91,2.18,2.0492,1.1,1.9685,5
cloak,153,92,147,90,3,2.1875,1.1,1.9685,5
gauge,112,92,111,91,2.2,2.0531,1.1,1.9685,5
herbs,141,92,133,89,2.76,2.1523,1.1,1.9685,5
nigga,864,92,731,83,16.94,2.937,1.1,1.9685,5
picky,111,92,106,91,2.18,2.0492,1.1,1.9685,5
ratio,164,92,160,91,3.22,2.2175,1.1,1.9685,5
serum,191,92,181,87,3.75,2.2833,1.1,1.9685,5
bikes,145,91,140,89,2.84,2.1644,1.08,1.9638,5
maple,165,91,84,55,3.24,2.2201,1.08,1.9638,5
poles,110,91,89,72,2.16,2.0453,1.08,1.9638,5
recon,149,91,109,77,2.92,2.1761,1.08,1.9638,5
rover,170,91,35,23,3.33,2.233,1.08,1.9638,5
siege,118,91,113,87,2.31,2.0755,1.08,1.9638,5
stark,331,91,49,46,6.49,2.5211,1.08,1.9638,5
chaps,131,90,125,89,2.57,2.1206,1.07,1.959,5
frost,245,90,51,43,4.8,2.3909,1.07,1.959,5
moods,108,90,102,86,2.12,2.0374,1.07,1.959,5
pools,118,90,114,88,2.31,2.0755,1.07,1.959,5
shits,113,90,113,90,2.22,2.0569,1.07,1.959,5
smear,111,90,104,84,2.18,2.0492,1.07,1.959,5
arson,153,89,128,76,3,2.1875,1.06,1.9542,5
noose,111,89,111,89,2.18,2.0492,1.06,1.9542,5
waved,105,89,103,88,2.06,2.0253,1.06,1.9542,5
brawl,108,88,106,86,2.12,2.0374,1.05,1.9494,5
dense,108,88,102,84,2.12,2.0374,1.05,1.9494,5
fades,98,88,92,82,1.92,1.9956,1.05,1.9494,5
flair,116,88,110,86,2.27,2.0682,1.05,1.9494,5
polar,135,88,106,79,2.65,2.1335,1.05,1.9494,5
aloud,94,87,91,84,1.84,1.9777,1.04,1.9445,5
booby,129,87,100,79,2.53,2.1139,1.04,1.9445,5
civic,110,87,75,63,2.16,2.0453,1.04,1.9445,5
forum,104,87,53,50,2.04,2.0212,1.04,1.9445,5
grunt,113,87,104,84,2.22,2.0569,1.04,1.9445,5
holed,98,87,93,83,1.92,1.9956,1.04,1.9445,5
jerky,116,87,105,82,2.27,2.0682,1.04,1.9445,5
melts,94,87,87,82,1.84,1.9777,1.04,1.9445,5
weeds,121,87,109,76,2.37,2.0864,1.04,1.9445,5
fiery,103,86,91,75,2.02,2.017,1.03,1.9395,5
quack,236,86,155,74,4.63,2.3747,1.03,1.9395,5
tones,100,86,93,82,1.96,2.0043,1.03,1.9395,5
ulcer,131,86,129,85,2.57,2.1206,1.03,1.9395,5
unity,138,86,104,72,2.71,2.143,1.03,1.9395,5
vista,142,86,47,39,2.78,2.1553,1.03,1.9395,5
bumpy,190,85,85,76,3.73,2.281,1.01,1.9345,5
goats,135,85,112,73,2.65,2.1335,1.01,1.9345,5
gowns,95,85,88,82,1.86,1.9823,1.01,1.9345,5
hoist,105,85,64,60,2.06,2.0253,1.01,1.9345,5
mills,227,85,38,23,4.45,2.3579,1.01,1.9345,5
pedal,104,85,83,69,2.04,2.0212,1.01,1.9345,5
rigid,95,85,94,84,1.86,1.9823,1.01,1.9345,5
spins,98,85,91,83,1.92,1.9956,1.01,1.9345,5
deuce,146,84,82,62,2.86,2.1673,1,1.9294,5
prone,92,84,88,80,1.8,1.9685,1,1.9294,5
renew,111,84,97,80,2.18,2.0492,1,1.9294,5
bangs,92,83,82,77,1.8,1.9685,0.99,1.9243,5
budge,104,83,84,78,2.04,2.0212,0.99,1.9243,5
fours,105,83,99,80,2.06,2.0253,0.99,1.9243,5
heave,186,83,70,47,3.65,2.2718,0.99,1.9243,5
lakes,105,83,58,54,2.06,2.0253,0.99,1.9243,5
poses,91,83,88,80,1.78,1.9638,0.99,1.9243,5
spree,109,83,98,80,2.14,2.0414,0.99,1.9243,5
teens,99,83,92,77,1.94,2,0.99,1.9243,5
trump,115,83,36,34,2.25,2.0645,0.99,1.9243,5
ample,93,82,80,76,1.82,1.9731,0.98,1.9191,5
bimbo,107,82,86,73,2.1,2.0334,0.98,1.9191,5
chant,116,82,108,77,2.27,2.0682,0.98,1.9191,5
elves,178,82,137,75,3.49,2.2529,0.98,1.9191,5
forks,113,82,105,78,2.22,2.0569,0.98,1.9191,5
fritz,237,82,30,28,4.65,2.3766,0.98,1.9191,5
peers,86,82,85,81,1.69,1.9395,0.98,1.9191,5
plugs,103,82,97,79,2.02,2.017,0.98,1.9191,5
decay,105,81,98,75,2.06,2.0253,0.97,1.9138,5
drool,110,81,89,80,2.16,2.0453,0.97,1.9138,5
frown,104,81,99,78,2.04,2.0212,0.97,1.9138,5
menus,100,81,92,78,1.96,2.0043,0.97,1.9138,5
perks,90,81,87,78,1.76,1.959,0.97,1.9138,5
caddy,145,80,78,33,2.84,2.1644,0.95,1.9085,5
crock,103,80,98,77,2.02,2.017,0.95,1.9085,5
cubes,95,80,94,79,1.86,1.9823,0.95,1.9085,5
downs,92,80,71,67,1.8,1.9685,0.95,1.9085,5
geeks,116,80,106,73,2.27,2.0682,0.95,1.9085,5
lumps,88,80,86,78,1.73,1.9494,0.95,1.9085,5
sewed,87,80,83,77,1.71,1.9445,0.95,1.9085,5
stump,125,80,92,75,2.45,2.1004,0.95,1.9085,5
whine,83,80,81,79,1.63,1.9243,0.95,1.9085,5
derby,112,79,53,39,2.2,2.0531,0.94,1.9031,5
floss,100,79,82,73,1.96,2.0043,0.94,1.9031,5
haste,106,79,103,77,2.08,2.0294,0.94,1.9031,5
hosts,96,79,93,76,1.88,1.9868,0.94,1.9031,5
joins,84,79,82,77,1.65,1.9294,0.94,1.9031,5
nasal,106,79,95,72,2.08,2.0294,0.94,1.9031,5
peril,98,79,87,74,1.92,1.9956,0.94,1.9031,5
puffs,128,79,86,54,2.51,2.1106,0.94,1.9031,5
stalk,86,79,81,75,1.69,1.9395,0.94,1.9031,5
trend,106,79,84,76,2.08,2.0294,0.94,1.9031,5
vowed,83,79,83,79,1.63,1.9243,0.94,1.9031,5
baton,145,78,56,46,2.84,2.1644,0.93,1.8976,5
boils,102,78,86,76,2,2.0128,0.93,1.8976,5
cuter,99,78,94,77,1.94,2,0.93,1.8976,5
hardy,188,78,16,16,3.69,2.2765,0.93,1.8976,5
lamps,104,78,102,77,2.04,2.0212,0.93,1.8976,5
moans,107,78,79,61,2.1,2.0334,0.93,1.8976,5
slugs,92,78,86,74,1.8,1.9685,0.93,1.8976,5
blaze,107,77,88,72,2.1,2.0334,0.92,1.8921,5
doses,85,77,84,77,1.67,1.9345,0.92,1.8921,5
intro,102,77,90,68,2,2.0128,0.92,1.8921,5
irons,95,77,93,75,1.86,1.9823,0.92,1.8921,5
johns,96,77,40,32,1.88,1.9868,0.92,1.8921,5
lanes,98,77,83,64,1.92,1.9956,0.92,1.8921,5
moist,92,77,78,67,1.8,1.9685,0.92,1.8921,5
quart,106,77,100,74,2.08,2.0294,0.92,1.8921,5
rites,95,77,88,71,1.86,1.9823,0.92,1.8921,5
typed,90,77,89,77,1.76,1.959,0.92,1.8921,5
versa,84,77,76,72,1.65,1.9294,0.92,1.8921,5
canoe,182,76,150,70,3.57,2.2625,0.91,1.8865,5
email,106,76,99,73,2.08,2.0294,0.91,1.8865,5
hires,82,76,77,71,1.61,1.9191,0.91,1.8865,5
quota,95,76,95,76,1.86,1.9823,0.91,1.8865,5
sinks,87,76,87,76,1.71,1.9445,0.91,1.8865,5
specs,106,76,88,71,2.08,2.0294,0.91,1.8865,5
timed,82,76,75,71,1.61,1.9191,0.91,1.8865,5
torso,94,76,83,70,1.84,1.9777,0.91,1.8865,5
amaze,82,75,76,71,1.61,1.9191,0.89,1.8808,5
crows,141,75,112,64,2.76,2.1523,0.89,1.8808,5
flaws,91,75,89,75,1.78,1.9638,0.89,1.8808,5
flunk,92,75,83,71,1.8,1.9685,0.89,1.8808,5
goons,120,75,117,74,2.35,2.0828,0.89,1.8808,5
monks,136,75,116,70,2.67,2.1367,0.89,1.8808,5
moons,120,75,109,72,2.35,2.0828,0.89,1.8808,5
patsy,188,75,67,44,3.69,2.2765,0.89,1.8808,5
pinky,282,75,47,36,5.53,2.4518,0.89,1.8808,5
squid,141,75,112,65,2.76,2.1523,0.89,1.8808,5
thong,107,75,94,70,2.1,2.0334,0.89,1.8808,5
buggy,127,74,108,72,2.49,2.1072,0.88,1.8751,5
boner,119,73,80,61,2.33,2.0792,0.87,1.8692,5
cords,86,73,85,73,1.69,1.9395,0.87,1.8692,5
dimes,91,73,84,70,1.78,1.9638,0.87,1.8692,5
goner,78,73,78,73,1.53,1.8976,0.87,1.8692,5
latch,98,73,80,63,1.92,1.9956,0.87,1.8692,5
lynch,257,73,48,36,5.04,2.4116,0.87,1.8692,5
piled,76,73,72,69,1.49,1.8865,0.87,1.8692,5
ports,95,73,94,72,1.86,1.9823,0.87,1.8692,5
roach,135,73,89,59,2.65,2.1335,0.87,1.8692,5
slain,92,73,90,72,1.8,1.9685,0.87,1.8692,5
tasks,85,73,84,72,1.67,1.9345,0.87,1.8692,5
waive,88,73,80,69,1.73,1.9494,0.87,1.8692,5
aloha,149,72,29,18,2.92,2.1761,0.86,1.8633,5
brats,75,72,71,69,1.47,1.8808,0.86,1.8633,5
glare,82,72,80,71,1.61,1.9191,0.86,1.8633,5
hicks,227,72,28,18,4.45,2.3579,0.86,1.8633,5
looky,98,72,60,47,1.92,1.9956,0.86,1.8633,5
lured,74,72,73,71,1.45,1.8751,0.86,1.8633,5
plaid,82,72,76,67,1.61,1.9191,0.86,1.8633,5
snore,82,72,81,72,1.61,1.9191,0.86,1.8633,5
tents,98,72,91,68,1.92,1.9956,0.86,1.8633,5
toots,168,72,76,53,3.29,2.2279,0.86,1.8633,5
twerp,77,72,72,67,1.51,1.8921,0.86,1.8633,5
whirl,89,72,85,70,1.75,1.9542,0.86,1.8633,5
curry,124,71,80,52,2.43,2.0969,0.85,1.8573,5
fatso,161,71,58,46,3.16,2.2095,0.85,1.8573,5
fixes,75,71,72,68,1.47,1.8808,0.85,1.8573,5
flute,108,71,100,65,2.12,2.0374,0.85,1.8573,5
mushy,77,71,75,69,1.51,1.8921,0.85,1.8573,5
paces,87,71,87,71,1.71,1.9445,0.85,1.8573,5
paste,87,71,81,65,1.71,1.9445,0.85,1.8573,5
polls,111,71,103,68,2.18,2.0492,0.85,1.8573,5
sassy,164,71,67,57,3.22,2.2175,0.85,1.8573,5
sedan,90,71,83,64,1.76,1.959,0.85,1.8573,5
sinus,89,71,72,56,1.75,1.9542,0.85,1.8573,5
spurs,93,71,85,66,1.82,1.9731,0.85,1.8573,5
thorn,260,71,67,52,5.1,2.4166,0.85,1.8573,5
woken,76,71,76,71,1.49,1.8865,0.85,1.8573,5
brook,104,70,70,48,2.04,2.0212,0.83,1.8513,5
frail,81,70,77,69,1.59,1.9138,0.83,1.8513,5
fussy,79,70,76,67,1.55,1.9031,0.83,1.8513,5
gears,77,70,75,68,1.51,1.8921,0.83,1.8513,5
sacks,108,70,87,63,2.12,2.0374,0.83,1.8513,5
surge,94,70,91,68,1.84,1.9777,0.83,1.8513,5
swipe,82,70,75,65,1.61,1.9191,0.83,1.8513,5
swoop,78,70,72,68,1.53,1.8976,0.83,1.8513,5
carts,96,69,95,68,1.88,1.9868,0.82,1.8451,5
firms,82,69,82,69,1.61,1.9191,0.82,1.8451,5
groin,92,69,89,67,1.8,1.9685,0.82,1.8451,5
hints,83,69,76,66,1.63,1.9243,0.82,1.8451,5
milky,95,69,26,26,1.86,1.9823,0.82,1.8451,5
pours,76,69,75,68,1.49,1.8865,0.82,1.8451,5
risen,79,69,77,68,1.55,1.9031,0.82,1.8451,5
salsa,109,69,92,60,2.14,2.0414,0.82,1.8451,5
urges,93,69,91,68,1.82,1.9731,0.82,1.8451,5
usher,121,69,79,57,2.37,2.0864,0.82,1.8451,5
basin,96,68,68,50,1.88,1.9868,0.81,1.8388,5
bossy,89,68,75,59,1.75,1.9542,0.81,1.8388,5
caged,83,68,68,60,1.63,1.9243,0.81,1.8388,5
farce,89,68,88,67,1.75,1.9542,0.81,1.8388,5
flake,89,68,84,65,1.75,1.9542,0.81,1.8388,5
frisk,79,68,64,57,1.55,1.9031,0.81,1.8388,5
sands,108,68,45,39,2.12,2.0374,0.81,1.8388,5
unfit,79,68,77,67,1.55,1.9031,0.81,1.8388,5
viper,129,68,27,23,2.53,2.1139,0.81,1.8388,5
wills,112,68,75,57,2.2,2.0531,0.81,1.8388,5
youse,108,68,89,61,2.12,2.0374,0.81,1.8388,5
abyss,90,67,77,62,1.76,1.959,0.8,1.8325,5
bitty,91,67,75,59,1.78,1.9638,0.8,1.8325,5
bulbs,87,67,87,67,1.71,1.9445,0.8,1.8325,5
cocks,93,67,82,61,1.82,1.9731,0.8,1.8325,5
crest,107,67,69,50,2.1,2.0334,0.8,1.8325,5
cupid,128,67,16,14,2.51,2.1106,0.8,1.8325,5
gains,77,67,70,62,1.51,1.8921,0.8,1.8325,5
gloat,80,67,76,64,1.57,1.9085,0.8,1.8325,5
jiffy,80,67,69,58,1.57,1.9085,0.8,1.8325,5
liter,89,67,85,64,1.75,1.9542,0.8,1.8325,5
mangy,81,67,76,63,1.59,1.9138,0.8,1.8325,5
ninja,131,67,91,45,2.57,2.1206,0.8,1.8325,5
polka,124,67,90,54,2.43,2.0969,0.8,1.8325,5
potty,86,67,73,58,1.69,1.9395,0.8,1.8325,5
wipes,71,67,65,62,1.39,1.8573,0.8,1.8325,5
chord,93,66,92,65,1.82,1.9731,0.79,1.8261,5
darts,100,66,96,63,1.96,2.0043,0.79,1.8261,5
ditto,85,66,23,17,1.67,1.9345,0.79,1.8261,5
exile,95,66,84,61,1.86,1.9823,0.79,1.8261,5
glide,120,66,81,57,2.35,2.0828,0.79,1.8261,5
homer,340,66,18,11,6.67,2.5328,0.79,1.8261,5
lowly,87,66,84,64,1.71,1.9445,0.79,1.8261,5
nifty,71,66,62,57,1.39,1.8573,0.79,1.8261,5
oasis,98,66,75,51,1.92,1.9956,0.79,1.8261,5
perky,85,66,70,59,1.67,1.9345,0.79,1.8261,5
piles,91,66,83,64,1.78,1.9638,0.79,1.8261,5
plots,86,66,67,58,1.69,1.9395,0.79,1.8261,5
purge,82,66,67,56,1.61,1.9191,0.79,1.8261,5
stung,78,66,75,63,1.53,1.8976,0.79,1.8261,5
bubba,208,65,29,19,4.08,2.3201,0.77,1.8195,5
fluke,89,65,80,61,1.75,1.9542,0.77,1.8195,5
folly,74,65,65,58,1.45,1.8751,0.77,1.8195,5
gamma,179,65,58,34,3.51,2.2553,0.77,1.8195,5
giddy,91,65,60,48,1.78,1.9638,0.77,1.8195,5
gloss,74,65,74,65,1.45,1.8751,0.77,1.8195,5
honks,88,65,68,53,1.73,1.9494,0.77,1.8195,5
lordy,108,65,22,12,2.12,2.0374,0.77,1.8195,5
mints,81,65,70,55,1.59,1.9138,0.77,1.8195,5
puffy,86,65,67,53,1.69,1.9395,0.77,1.8195,5
sever,80,65,59,57,1.57,1.9085,0.77,1.8195,5
zones,90,65,89,64,1.76,1.959,0.77,1.8195,5
aches,77,64,77,64,1.51,1.8921,0.76,1.8129,5
aroma,69,64,67,63,1.35,1.8451,0.76,1.8129,5
bends,77,64,77,64,1.51,1.8921,0.76,1.8129,5
cadet,176,64,101,46,3.45,2.248,0.76,1.8129,5
eater,80,64,74,58,1.57,1.9085,0.76,1.8129,5
eerie,89,64,76,57,1.75,1.9542,0.76,1.8129,5
elect,72,64,68,60,1.41,1.8633,0.76,1.8129,5
riled,74,64,70,64,1.45,1.8751,0.76,1.8129,5
seams,68,64,68,64,1.33,1.8388,0.76,1.8129,5
strut,80,64,71,59,1.57,1.9085,0.76,1.8129,5
tempo,86,64,75,58,1.69,1.9395,0.76,1.8129,5
tides,80,64,70,57,1.57,1.9085,0.76,1.8129,5
trays,78,64,78,64,1.53,1.8976,0.76,1.8129,5
venom,119,64,115,62,2.33,2.0792,0.76,1.8129,5
crumb,92,63,64,60,1.8,1.9685,0.75,1.8062,5
curls,79,63,67,57,1.55,1.9031,0.75,1.8062,5
fangs,91,63,80,58,1.78,1.9638,0.75,1.8062,5
finch,205,63,18,11,4.02,2.3139,0.75,1.8062,5
ivory,71,63,65,58,1.39,1.8573,0.75,1.8062,5
lambs,85,63,63,46,1.67,1.9345,0.75,1.8062,5
limbo,121,63,97,56,2.37,2.0864,0.75,1.8062,5
louse,86,63,84,62,1.69,1.9395,0.75,1.8062,5
mamma,154,63,53,29,3.02,2.1903,0.75,1.8062,5
mules,120,63,115,60,2.35,2.0828,0.75,1.8062,5
plank,104,63,84,58,2.04,2.0212,0.75,1.8062,5
plumb,86,63,79,60,1.69,1.9395,0.75,1.8062,5
privy,76,63,70,60,1.49,1.8865,0.75,1.8062,5
reins,74,63,74,63,1.45,1.8751,0.75,1.8062,5
tyres,136,63,99,48,2.67,2.1367,0.75,1.8062,5
venue,73,63,73,63,1.43,1.8692,0.75,1.8062,5
comet,157,62,119,48,3.08,2.1987,0.74,1.7993,5
dopey,72,62,43,40,1.41,1.8633,0.74,1.7993,5
havoc,69,62,66,61,1.35,1.8451,0.74,1.7993,5
misty,80,62,47,41,1.57,1.9085,0.74,1.7993,5
plump,75,62,70,59,1.47,1.8808,0.74,1.7993,5
poked,67,62,65,61,1.31,1.8325,0.74,1.7993,5
prima,93,62,54,48,1.82,1.9731,0.74,1.7993,5
prune,75,62,62,52,1.47,1.8808,0.74,1.7993,5
rabid,70,62,66,61,1.37,1.8513,0.74,1.7993,5
