"","X","word","type","condition","recog_rating","recog_RT","target_angle","response_angle","response_error","response_RT","participant"
"533",533,"SNOW"," STIM"," HIGH","1",0.9216,-0.749,-0.9004,0.1513,0.5838,1
"536",536,"STALE"," STIM"," LOW","6",0.587,-0.9423,2.177,-3.1193,0.4503,1
"540",540,"SCOUT"," STIM"," HIGH","1",0.7887,2.8993,0.3699,2.5294,0.1168,1
"544",544,"MOUSER"," STIM"," LOW","1",0.608,-1.7217,0.9034,-2.6251,0.4337,1
"545",545,"MINNOW"," STIM"," HIGH","1",0.6371,1.6188,-0.2826,1.9014,0.2335,1
"546",546,"HURDLE"," STIM"," HIGH","1",0.6035,-1.4592,-2.2757,0.8165,1.9014,1
"547",547,"PLAIN"," STIM"," LOW","1",1.0558,-0.367,-0.6651,0.2981,0.3836,1
"548",548,"LAWN"," STIM"," HIGH","6",1.2597,-1.5532,1.0883,-2.6415,0.1501,1
"550",550,"PIT"," STIM"," HIGH","1",0.5546,-1.0017,2.235,3.0464,1.7847,1
"553",553,"FLOW"," STIM"," LOW","1",2.6884,0.4787,0.9883,-0.5097,1.3177,1
"556",556,"SOUP"," STIM"," HIGH","1",0.6171,-0.5674,-0.6219,0.0545,1.9682,1
"557",557,"JAR"," STIM"," HIGH","1",1.9898,-1.8644,2.1717,2.247,1.4344,1
"559",559,"TENURE"," STIM"," LOW","6",2.9186,2.6126,3.0123,-0.3997,0.4337,1
"561",561,"RIGHT"," STIM"," LOW","6",1.9518,1.9122,2.2979,-0.3857,0.417,1
"562",562,"THIS"," STIM"," LOW","1",0.5637,-1.6567,0.0265,-1.6833,0.3669,1
"565",565,"KEG"," STIM"," HIGH","1",0.9499,-2.5626,2.2602,1.4604,0.2002,1
"566",566,"PLAICE"," STIM"," LOW","6",0.8713,1.2627,0.4209,0.8418,0.2835,1
"569",569,"SOUL"," STIM"," LOW","1",0.4184,3.0098,-1.0146,-2.2587,0.4337,1
"571",571,"BALLOT"," STIM"," LOW","6",0.7717,-1.8539,-1.2224,-0.6315,0.3002,1
"572",572,"LUNG"," STIM"," HIGH","1",0.5934,-0.7318,-1.5905,0.8587,0.5004,1
"576",576,"BIRD"," STIM"," HIGH","6",0.6899,0.2024,0.2687,-0.0663,0.1168,1
"579",579,"HELMET"," STIM"," HIGH","1",0.9318,-2.3152,0.2868,-2.602,0.3669,1
"580",580,"HEAD"," STIM"," HIGH","1",0.6022,-2.6857,-2.5797,-0.1061,0.3336,1
"581",581,"CANAL"," STIM"," HIGH","1",1.5052,1.8441,0.9463,0.8978,0.5004,1
"582",582,"BRAVE"," STIM"," LOW","6",1.5805,1.0044,2.1379,-1.1334,0.2835,1
"583",583,"CLUE"," STIM"," LOW","1",0.8357,-1.3925,2.049,2.8417,0.2502,1
"586",586,"SLOUGH"," STIM"," LOW","1",0.6935,0.3663,-1.9966,2.3629,0.7005,1
"588",588,"OF"," STIM"," LOW","6",0.4839,0.764,2.0689,-1.3049,0.5004,1
"589",589,"CHAIN"," STIM"," HIGH","6",0.6842,-3.1021,-0.2707,-2.8315,0.2335,1
"591",591,"LINEN"," STIM"," HIGH","6",0.7066,2.0148,0.9193,1.0955,0.3503,1
"592",592,"ELBOW"," STIM"," HIGH","1",0.9884,-0.9084,0.9772,-1.8856,0.8173,1
"597",597,"BEAK"," STIM"," HIGH","1",0.7933,1.1766,-1.0272,2.2037,0.2168,1
"600",600,"SAME"," STIM"," LOW","1",0.8542,0.8898,1.3501,-0.4604,0.3669,1
"605",605,"JERK"," STIM"," LOW","6",0.762,2.166,-2.5752,-1.5419,0.3836,1
"606",606,"KEEN"," STIM"," LOW","6",1.0399,2.0144,1.0086,1.0058,0.7673,1
"608",608,"KISS"," STIM"," HIGH","6",0.6453,3.0843,1.5708,1.5135,0.5337,1
"610",610,"PHASE"," STIM"," LOW","6",0.7622,-1.5736,2.4475,2.262,0.3669,1
"611",611,"KNIGHT"," STIM"," HIGH","1",2.0226,1.5286,-0.3138,1.8423,0.884,1
"615",615,"RIBBON"," STIM"," HIGH","1",0.7868,-2.1155,2.235,1.9327,0.4003,1
"616",616,"AXE"," STIM"," HIGH","6",0.8121,1.8841,0.7292,1.1549,0.6005,1
"617",617,"EXCISE"," STIM"," LOW","6",0.9175,1.723,-0.0038,1.7269,0.1168,1
"618",618,"SWORD"," STIM"," HIGH","6",0.5861,-1.7278,2.4241,2.1313,0.2502,1
"619",619,"AFTER"," STIM"," LOW","6",0.8238,-0.9908,-0.5743,-0.4165,0.1501,1
"623",623,"BEST"," STIM"," LOW","1",0.5524,0.544,2.3118,-1.7677,0.2669,1
"624",624,"BAIL"," STIM"," LOW","1",0.7942,1.5881,-0.7671,2.3552,0.0334,1
"627",627,"EVEN"," STIM"," LOW","6",1.1358,1.1345,1.861,-0.7265,0.417,1
"632",632,"RAW"," STIM"," LOW","1",1.4738,-2.6573,0.0874,-2.7447,0.2168,1
"634",634,"PAGE"," STIM"," HIGH","1",0.6905,-2.9528,0.6923,2.638,0.6005,1
"635",635,"FLAIR"," STIM"," LOW","1",0.6386,1.3365,-1.646,2.9825,1.4177,1
"637",637,"AWAY"," STIM"," LOW","1",1.1913,2.2097,-2.5783,-1.4952,0.2502,1
"638",638,"STATUE"," STIM"," HIGH","1",3.8374,3.074,1.2688,1.8052,0.3503,1
"639",639,"MOHUR"," STIM"," LOW","6",0.8203,-2.3353,2.8213,1.1266,0.5504,1
"640",640,"CUTTLE"," STIM"," LOW","6",0.6731,-1.4398,0.2719,-1.7118,0.0667,1
"641",641,"SHED"," STIM"," HIGH","1",7.8541,-3.1114,-2.7224,-0.389,0.2335,1
"642",642,"AT"," STIM"," LOW","1",9.8693,-1.1595,1.7692,-2.9287,0.3836,1
"644",644,"MEANT"," STIM"," LOW","3",1.3933,-2.9505,0.4871,2.8455,0.3169,1
"649",649,"APT"," STIM"," LOW","6",3.9503,-2.8216,-2.0613,-0.7603,0.3002,1
"650",650,"GRAZE"," STIM"," LOW","6",1.8017,2.916,2.4897,0.4263,0.3503,1
"651",651,"PROUD"," STIM"," LOW","1",1.4513,2.348,-0.0287,2.3767,0.3002,1
"652",652,"DRAB"," STIM"," LOW","1",0.599,-0.2335,-0.6817,0.4482,0.3836,1
"654",654,"THROE"," STIM"," LOW","1",2.5529,1.975,0.6466,1.3284,0.3002,1
"659",659,"BREAK"," STIM"," LOW","6",1.3793,2.1401,-0.8631,3.0032,0.3169,1
"660",660,"LEAST"," STIM"," LOW","1",0.5531,-1.0808,2.7663,2.4361,0.3169,1
"663",663,"SAFE"," STIM"," LOW","6",0.6053,-2.8743,-1.3714,-1.5029,0.1001,1
"664",664,"COAT"," STIM"," HIGH","1",0.5643,-1.0672,2.2279,2.9882,1.6679,1
"666",666,"TIE"," STIM"," HIGH","1",0.696,2.7669,2.3709,0.396,0.3669,1
"669",669,"SEEK"," STIM"," LOW","1",1.0197,-0.2354,-1.9503,1.7149,0.2002,1
"670",670,"TOILET"," STIM"," HIGH","6",0.9337,-1.9804,-1.4937,-0.4867,0.3336,1
"671",671,"ANNEAL"," STIM"," LOW","6",0.8239,2.9159,-0.6306,-2.7366,0.6505,1
"672",672,"CHISEL"," STIM"," HIGH","6",0.7164,-0.9106,0.5071,-1.4177,0.6338,1
"677",677,"CAFE"," STIM"," HIGH","1",0.7761,2.1215,0.0839,2.0377,0.3002,1
"679",679,"WOUND"," STIM"," HIGH","1",0.9367,-1.3033,-0.4593,-0.844,0.2502,1
"680",680,"DONOR"," STIM"," LOW","6",0.9788,0.2526,3.0056,-2.753,0.2669,1
"682",682,"ALONE"," STIM"," LOW","1",0.5995,-0.6937,2.1208,-2.8145,0.5171,1
"684",684,"SOLEMN"," STIM"," LOW","1",0.8131,1.4382,-0.2389,1.6771,0.3503,1
"685",685,"ROLE"," STIM"," LOW","1",0.6131,-0.0089,-2.6683,2.6594,0.5171,1
"686",686,"DEPUTY"," STIM"," LOW","1",0.702,0.3809,2.8586,-2.4777,0.3836,1
"687",687,"SWAYED"," STIM"," LOW","6",0.6894,-0.1945,0.3463,-0.5408,0.5838,1
"689",689,"MISUSE"," STIM"," LOW","1",0.5848,1.8254,-0.493,2.3184,0.834,1
"690",690,"SPIDER"," STIM"," HIGH","1",0.5134,-1.6463,-0.1794,-1.4669,0.2502,1
"696",696,"TAX"," STIM"," LOW","1",1.5768,-1.2058,-0.7112,-0.4946,3.3859,1
"697",697,"FERRY"," STIM"," HIGH","1",2.0357,0.7246,1.541,-0.8164,0.5838,1
"699",699,"PRAY"," STIM"," LOW","6",0.9202,-0.9686,-1.9832,1.0146,0.2168,1
"702",702,"SKATE"," STIM"," HIGH","1",0.8476,-1.4996,-0.245,-1.2546,0.6005,1
"704",704,"GROCER"," STIM"," HIGH","1",0.8075,3.0269,-0.8184,-2.4379,1.718,1
"705",705,"PLANT"," STIM"," HIGH","1",0.6573,2.5986,-0.7429,-2.9417,0.4837,1
"706",706,"TEETH"," STIM"," HIGH","1",0.517,-1.2918,2.5002,2.4912,1.5178,1
"707",707,"ICE"," STIM"," HIGH","1",0.5441,-1.3383,2.3157,2.6292,0.4003,1
"708",708,"WIFE"," STIM"," HIGH","6",0.7471,0.2427,-2.7936,3.0363,0.0834,1
"710",710,"PEACH"," STIM"," HIGH","1",0.8131,1.9285,2.3183,-0.3898,0.3503,1
"714",714,"PEARL"," STIM"," HIGH","1",0.6142,1.2364,0.7247,0.5118,1.351,1
"716",716,"TAR"," STIM"," HIGH","1",0.5692,1.1275,2.6392,-1.5118,0.3169,1
"719",719,"THINK"," STIM"," LOW","1",0.8256,-1.6983,-2.4429,0.7446,0.05,1
"721",721,"FOR"," STIM"," LOW","6",2.7434,-0.5411,-0.4956,-0.0455,0.1334,1
"723",723,"CHURCH"," STIM"," HIGH","1",0.5288,1.1242,3.1036,-1.9794,0.9674,1
"724",724,"STEAM"," STIM"," HIGH","6",0.4968,2.5367,-0.6671,-3.0794,0.1668,1
"725",725,"ANCHOR"," STIM"," HIGH","1",0.4868,-0.9325,-2.7629,1.8304,0.8173,1
"729",729,"EAR"," STIM"," HIGH","1",1.0491,0.4599,-2.9285,-2.8948,0.2835,1
"732",732,"GIVER"," STIM"," LOW","1",0.4204,-2.4675,0.6686,-3.1361,4.0197,1
"734",734,"COME"," STIM"," LOW","1",0.6443,-0.5478,2.5135,-3.0613,0.3169,1
"735",735,"BID"," STIM"," LOW","1",0.5888,2.0403,2.2739,-0.2337,0.2669,1
"738",738,"WOMAN"," STIM"," HIGH","6",0.7912,2.1124,-2.4991,-1.6717,0.417,1
"739",739,"LADY"," STIM"," HIGH","6",1.0332,0.401,-0.4187,0.8197,1.7347,1
"742",742,"GIVE"," STIM"," LOW","1",3.8304,-0.1914,-0.1067,-0.0847,0.0834,1
"743",743,"DESK"," STIM"," HIGH","4",1.3916,1.1331,3.0084,-1.8752,0.2502,1
"745",745,"USURP"," STIM"," LOW","2",0.8859,-0.4065,2.9646,2.9121,0.1001,1
"749",749,"PRIEST"," STIM"," HIGH","1",0.5293,-1.1752,2.8598,2.2481,0.1168,1
"750",750,"OVER"," STIM"," LOW","1",0.7055,0.0956,-0.0097,0.1053,0.9007,1
"753",753,"VEST"," STIM"," HIGH","1",0.4477,-3.0428,-0.4593,-2.5835,0.1001,1
"754",754,"MIND"," STIM"," LOW","1",0.239,-1.284,3.0117,1.9875,0.2669,1
"757",757,"ALERT"," STIM"," LOW","1",0.3746,-3.0274,-0.1073,-2.9201,0.3503,1
"758",758,"CHINA"," STIM"," HIGH","1",0.3435,1.8653,2.9125,-1.0472,0.7172,1
"759",759,"WALLET"," STIM"," HIGH","1",0.7204,-2.686,0.0398,-2.7258,0.9841,1
"762",762,"FLEECE"," STIM"," HIGH","1",0.5711,1.7386,0.0883,1.6503,0.1168,1
"763",763,"HONEY"," STIM"," HIGH","6",1.7983,-1.0027,-0.5867,-0.416,0.3169,1
"764",764,"SINGER"," STIM"," HIGH","1",1.591,-0.1287,-0.3985,0.2698,0.1168,1
"765",765,"SEA"," STIM"," HIGH","1",0.6434,1.983,2.7665,-0.7835,0.2835,1
"766",766,"MOSS"," STIM"," HIGH","1",1.9755,-2.7498,1.6518,1.8815,0.5838,1
"767",767,"FRANK"," STIM"," LOW","1",1.8523,0.8693,2.6871,-1.8178,0.1001,1
"771",771,"WING"," STIM"," HIGH","1",1.1202,2.2626,-0.8581,3.1207,0.1501,1
"772",772,"DOLL"," STIM"," HIGH","1",0.4263,-0.2189,2.6019,-2.8208,0.3002,1
"774",774,"HATRED"," STIM"," LOW","1",1.1754,2.3947,1.1144,1.2803,0.6338,1
"776",776,"OTTER"," STIM"," HIGH","1",0.5041,-2.5765,-2.2391,-0.3374,0.2502,1
"781",781,"THORN"," STIM"," HIGH","1",2.7382,0.453,3.1,-2.6469,0.3669,1
"784",784,"GORE"," STIM"," LOW","1",0.4167,2.6951,-1.7023,-1.8858,0.2669,1
"787",787,"TOWN"," STIM"," HIGH","4",1.1612,-2.7024,1.4864,2.0943,0.2335,1
"791",791,"IRON"," STIM"," HIGH","1",0.6502,1.8252,-0.0298,1.8549,0.0667,1
"792",792,"SAND"," STIM"," HIGH","1",0.6758,-2.8854,-0.0314,-2.854,0.0834,1
"793",793,"MEAL"," STIM"," HIGH","1",0.4347,-2.4249,3.1273,0.731,0.0667,1
"795",795,"MUCH"," STIM"," LOW","1",0.4517,-0.4212,-3.1376,2.7164,1.818,1
"796",796,"TIDY"," STIM"," LOW","1",0.6463,1.8494,0.048,1.8013,2.3351,1
"798",798,"VERB"," STIM"," LOW","1",0.6581,0.2755,-0.1606,0.4362,0.1334,1
"800",800,"MOUSE"," STIM"," HIGH","5",0.901,-0.995,2.8383,2.4498,0.1501,1
"801",801,"ARTIST"," STIM"," HIGH","1",0.9118,-2.2529,-0.281,-1.9718,0.05,1
"803",803,"SCENE"," STIM"," LOW","1",0.3804,1.3034,2.7901,-1.4868,0.0667,1
"804",804,"REGRET"," STIM"," LOW","4",0.8142,1.221,-0.0872,1.3082,0.0834,1
"809",809,"ANY"," STIM"," LOW","1",0.8912,1.7575,-1.7795,-2.7461,0.1334,1
"810",810,"BLADE"," STIM"," HIGH","1",0.5745,0.2487,1.5339,-1.2853,0.1168,1
"811",811,"PRISON"," STIM"," HIGH","1",0.5885,-2.4621,2.7775,1.0437,0.2002,1
"812",812,"THROAT"," STIM"," HIGH","1",0.6937,0.8909,-2.9568,-2.4355,0.0667,1
"813",813,"BUTTER"," STIM"," HIGH","4",0.1775,0.0161,0.4027,-0.3865,0.0834,1
"817",817,"ENGINE"," STIM"," HIGH","5",0.3602,0.4043,-0.0303,0.4346,0.0834,1
"819",819,"AH"," STIM"," LOW","1",0.4463,-2.3858,2.1743,1.7231,0.2669,1
"821",821,"WHICH"," STIM"," LOW","1",0.6603,2.6253,2.3455,0.2798,0.467,1
"822",822,"PLUG"," STIM"," HIGH","1",0.5409,-1.1336,-0.6707,-0.4629,0.5171,1
"825",825,"MUSCLE"," STIM"," HIGH","6",0.5708,-2.4475,2.1231,1.7126,0.3002,1
"827",827,"IRIS"," STIM"," HIGH","6",0.9941,1.97,-3.058,-1.2552,1.0174,1
"829",829,"AVOWAL"," STIM"," LOW","1",0.322,-0.2959,0.4467,-0.7426,0.2002,1
"831",831,"CAUSE"," STIM"," LOW","1",0.7626,-0.848,-2.5334,1.6854,0.5004,1
"833",833,"MILD"," STIM"," LOW","1",0.7873,2.1839,1.194,0.9899,0.5004,1
"837",837,"HALF"," STIM"," LOW","1",2.4684,-2.4369,-0.4036,-2.0332,0.4337,1
"839",839,"SATIN"," STIM"," HIGH","1",1.9819,0.6606,2.1516,-1.491,0.6672,1
"840",840,"RATION"," STIM"," LOW","1",0.3032,1.8449,-3.0855,-1.3528,0.3836,1
"841",841,"AT"," STIM"," LOW","1",5.8191,0.0961,2.5882,-2.492,0.417,1
"843",843,"PEDAL"," STIM"," HIGH","1",0.759,-0.5509,-0.1156,-0.4353,0.0667,1
"847",847,"JUST"," STIM"," LOW","6",1.4996,-2.3976,-0.2638,-2.1337,0.1168,1
"848",848,"DECREE"," STIM"," LOW","6",0.5962,-2.3712,1.1894,2.7225,0.2669,1
"849",849,"GREEDY"," STIM"," LOW","6",0.5881,2.2909,1.4404,0.8505,0.1501,1
"851",851,"CAUSE"," STIM"," LOW","1",0.7113,-0.6273,1.9744,-2.6017,0.4503,1
"852",852,"BANDIT"," STIM"," HIGH","6",0.777,1.9464,3.1332,-1.1868,0.05,1
"855",855,"LIAR"," STIM"," LOW","6",0.5217,0.5949,3.1089,-2.514,0.05,1
"857",857,"RAPID"," STIM"," LOW","1",0.501,-1.4526,3.0356,1.795,0.1835,1
"859",859,"ALKALI"," STIM"," LOW","6",0.8833,-3.0731,-0.2606,-2.8125,0.0667,1
"863",863,"PARK"," STIM"," HIGH","1",0.6867,-1.8713,1.731,2.6809,0.1001,1
"864",864,"POT"," STIM"," HIGH","1",0.9207,-1.5326,2.3332,2.4173,0.4503,1
"867",867,"MOTH"," STIM"," HIGH","1",0.8867,-0.8923,0.2846,-1.1769,0.2002,1
"868",868,"REWARD"," STIM"," LOW","6",0.734,-2.5808,-0.6193,-1.9615,0.4337,1
"870",870,"COTTON"," STIM"," HIGH","1",0.5325,1.5315,-1.3934,2.9249,0.0667,1
"873",873,"TOW"," STIM"," LOW","1",0.6982,0.6346,-2.9956,-2.653,0.3503,1
"874",874,"BUBBLE"," STIM"," HIGH","6",1.9676,1.6331,-0.2417,1.8748,0.2835,1
"876",876,"HARDLY"," STIM"," LOW","6",2.5046,-1.4976,2.5467,2.2389,0.0667,1
"877",877,"WEAPON"," STIM"," HIGH","1",2.1328,-1.2408,-2.2756,1.0348,0.0667,1
"880",880,"KNOB"," STIM"," HIGH","1",1.7451,-2.497,3.085,0.7012,0.3002,1
"883",883,"SUFFIX"," STIM"," LOW","1",0.8181,1.1472,2.8646,-1.7174,0.4337,1
"884",884,"DOLL"," STIM"," HIGH","1",0.4091,0.7412,2.3306,-1.5894,0.4503,1
"886",886,"CURB"," STIM"," HIGH","6",1.0046,1.4478,3.0287,-1.5809,0.1501,1
"887",887,"BOY"," STIM"," HIGH","1",0.8287,1.8641,-0.1523,2.0163,0.1001,1
"889",889,"ENGINE"," STIM"," HIGH","1",1.5694,-0.5803,-0.2783,-0.302,0.0334,1
"892",892,"GRAPE"," STIM"," HIGH","1",1.0653,1.9975,-0.1993,2.1968,0.3002,1
"893",893,"WHERRY"," STIM"," LOW","6",0.794,2.6193,3.1026,-0.4833,0.6338,1
"895",895,"SCAB"," STIM"," HIGH","1",0.6466,2.6788,-0.5667,-3.0377,0.0834,1
"897",897,"FAN"," STIM"," HIGH","1",2.7067,-0.4944,-0.1353,-0.3591,0.0834,1
"900",900,"EMPIRE"," STIM"," LOW","1",0.9476,2.8149,0.1913,2.6236,0.934,1
"903",903,"MISTER"," STIM"," LOW","1",0.6257,-2.9418,2.4339,0.9075,0.6005,1
"906",906,"BRIBE"," STIM"," LOW","6",1.7106,2.5152,-2.6757,-1.0923,0.2669,1
"907",907,"AN"," STIM"," LOW","1",1.0572,2.047,-0.0974,2.1444,0.0334,1
"909",909,"SORROW"," STIM"," LOW","1",0.6123,-2.6216,0.2709,-2.8925,0.417,1
"910",910,"HARP"," STIM"," HIGH","6",0.7276,2.7342,-1.1071,-2.4418,0.2335,1
"911",911,"WISH"," STIM"," LOW","1",0.8355,-1.8505,-1.1884,-0.6621,0.0334,1
"916",916,"BATTLE"," STIM"," HIGH","1",0.8327,2.6205,-0.8829,-2.7799,0.1001,1
"917",917,"SMOOTH"," STIM"," LOW","1",1.273,0.0215,-0.1276,0.1492,0.2168,1
"918",918,"EXCUSE"," STIM"," LOW","6",0.6688,0.5216,0.833,-0.3114,0.3169,1
"919",919,"SPADE"," STIM"," HIGH","6",0.5458,-2.8333,2.8248,0.6251,0.1334,1
"921",921,"SMART"," STIM"," LOW","1",2.9879,-0.916,-0.3171,-0.5989,0.0334,1
"922",922,"CRANE"," STIM"," HIGH","1",1.8677,-1.4807,-0.1038,-1.3769,0.0667,1
"923",923,"RUSH"," STIM"," LOW","1",0.6261,0.028,-0.4022,0.4301,0.1168,1
"924",924,"BYRE"," STIM"," LOW","6",0.9766,-2.7775,1.4711,2.0345,0.1334,1
"926",926,"CLINCH"," STIM"," LOW","1",0.6089,2.509,-0.0277,2.5367,0.1501,1
"928",928,"THEFT"," STIM"," LOW","6",1.0857,0.7582,-1.1185,1.8767,0.0667,1
"929",929,"PALM"," STIM"," HIGH","1",0.8124,0.4825,3.0755,-2.593,0.05,1
"934",934,"MEADOW"," STIM"," HIGH","1",0.5027,-2.2677,-0.3203,-1.9474,0.0334,1
"936",936,"HAND"," STIM"," HIGH","1",0.5333,-0.6059,-1.5348,0.9289,0.0667,1
"937",937,"SWORD"," STIM"," HIGH","1",0.6574,1.0855,3.0385,-1.953,0.4003,1
"944",944,"LESS"," STIM"," LOW","1",0.497,-1.2272,1.1729,-2.4001,0.4337,1
"945",945,"DOOR"," STIM"," HIGH","1",0.5167,-2.5066,2.2365,1.5401,0.1334,1
"946",946,"BERRY"," STIM"," HIGH","1",0.513,3.0378,-1.6516,-1.5938,0.1001,1
"948",948,"PROXY"," STIM"," LOW","1",0.4244,-2.2639,0.1092,-2.3731,0.3002,1
"949",949,"WANT"," STIM"," LOW","1",0.5893,0.0681,-0.7262,0.7943,0.2835,1
"950",950,"HAY"," STIM"," HIGH","1",0.509,1.6902,1.7422,-0.0519,0.0834,1
"954",954,"JAW"," STIM"," HIGH","3",0.4901,-1.252,-1.4924,0.2404,0.0834,1
"957",957,"HOOF"," STIM"," HIGH","2",0.6426,-1.6802,0.153,-1.8332,0.2168,1
"958",958,"RICH"," STIM"," LOW","3",2.4233,1.9274,-1.472,-2.8838,0.4003,1
"960",960,"PULPIT"," STIM"," HIGH","2",3.5013,-2.0305,2.7944,1.4583,0.2835,1
"961",961,"ROTE"," STIM"," LOW","1",1.2096,1.6126,2.8879,-1.2753,0.2002,1
"965",965,"AUNT"," STIM"," HIGH","2",2.9175,-2.1997,2.7585,1.325,0.467,1
"968",968,"REAPER"," STIM"," LOW","2",2.0201,1.5729,-0.3421,1.915,0.1168,1
"970",970,"CASH"," STIM"," HIGH","1",0.4554,0.8178,-1.392,2.2098,14.3776,1
"971",971,"TIE"," STIM"," HIGH","1",0.7128,0.3683,-0.2173,0.5857,0.0834,1
"972",972,"CALM"," STIM"," LOW","2",0.4761,-1.7123,3.0424,1.5285,0.4503,1
"974",974,"GATE"," STIM"," HIGH","4",0.4478,-3.0199,2.9452,0.3181,0.0834,1
"976",976,"TIGER"," STIM"," HIGH","1",10.0779,-1.4224,3.1112,1.7496,0.3503,1
"977",977,"IDIOM"," STIM"," LOW","2",1.2791,2.4729,2.2965,0.1765,9.1736,1
"979",979,"IF"," STIM"," LOW","4",3.0641,-0.8401,-1.0018,0.1617,0.1501,1
"981",981,"RATAL"," STIM"," LOW","1",0.9893,1.127,1.6499,-0.5229,0.1835,1
"982",982,"WIN"," STIM"," LOW","1",0.5339,0.5799,-2.7438,-2.9595,0.2168,1
"989",989,"TULIP"," STIM"," HIGH","2",0.4658,-3.0864,3.0009,0.1959,0.1835,1
"990",990,"THEY"," STIM"," LOW","1",0.4827,2.5012,0.8201,1.6811,0.6171,1
"993",993,"BREAD"," STIM"," HIGH","4",0.7829,-0.2409,2.3594,-2.6003,0.5337,1
"996",996,"NEXT"," STIM"," LOW","4",0.2499,1.929,2.8688,-0.9398,0.2835,1
"997",997,"ABYSS"," STIM"," LOW","5",0.4915,-2.029,-2.6128,0.5838,0.05,1
"998",998,"HOSE"," STIM"," HIGH","1",0.7592,-0.8012,2.5284,2.9536,0.5838,1
"999",999,"HATRED"," STIM"," LOW","5",0.6387,2.695,-0.4481,-3.14,0.05,1
"1000",1000,"BOMB"," STIM"," HIGH","2",0.4964,-0.7111,-0.1812,-0.53,1.5512,1
"1002",1002,"ACCORD"," STIM"," LOW","1",0.4922,-2.4658,-2.7787,0.3129,1.2676,1
"1004",1004,"TUBE"," STIM"," HIGH","3",1.2286,1.8211,-0.0386,1.8597,0.05,1
"1006",1006,"DISC"," STIM"," HIGH","3",0.9394,0.9924,-2.3671,-2.9237,12.8431,1
"1007",1007,"WALNUT"," STIM"," HIGH","6",0.7532,2.6616,0.9881,1.6735,0.0834,1
"1009",1009,"PET"," STIM"," HIGH","3",0.5369,0.2161,-0.635,0.8511,3.2858,1
"1010",1010,"EXCISE"," STIM"," LOW","3",0.9912,0.8653,-2.2753,3.1406,0.884,1
"1011",1011,"SINK"," STIM"," HIGH","2",0.6197,-2.3461,-0.4351,-1.911,0.6672,1
"1013",1013,"BARN"," STIM"," HIGH","3",1.8721,0.4856,0.0099,0.4758,0.1501,1
"1015",1015,"GUY"," STIM"," HIGH","2",1.2989,-1.5862,0.1966,-1.7828,0.1668,1
"1018",1018,"POPE"," STIM"," HIGH","4",0.6764,-0.1287,1.8583,-1.9869,0.05,1
"1022",1022,"RATING"," STIM"," LOW","2",0.2818,2.8144,-0.6397,-2.8291,1.6846,1
"1023",1023,"CAMP"," STIM"," HIGH","2",0.9986,-0.2038,-2.3505,2.1467,0.7005,1
"1024",1024,"BEAVER"," STIM"," HIGH","6",0.646,0.4287,2.9887,-2.56,1.1175,1
"1025",1025,"RUM"," STIM"," HIGH","2",0.7307,-2.5216,2.859,0.9025,0.6672,1
"1026",1026,"LISP"," STIM"," LOW","6",0.7265,0.8895,2.5107,-1.6212,0.1835,1
"1027",1027,"SWIFT"," STIM"," LOW","6",0.6238,-0.3938,0.2268,-0.6206,0.2168,1
"1028",1028,"BANNER"," STIM"," HIGH","2",0.7071,2.7206,2.0835,0.6371,0.4837,1
"1035",1035,"DAMAN"," STIM"," LOW","2",0.632,-2.9198,-3.1184,0.1986,0.1668,1
"1037",1037,"FOG"," STIM"," HIGH","2",0.7473,0.548,-0.3725,0.9205,0.3336,1
"1040",1040,"THING"," STIM"," LOW","3",0.8515,-0.0135,2.7224,-2.7359,1.718,1
"1041",1041,"LOGOS"," STIM"," LOW","1",0.5598,-0.4183,2.732,3.1329,0.417,1
"1045",1045,"MALICE"," STIM"," LOW","6",1.0222,1.4659,-0.3936,1.8596,0.1001,1
"1048",1048,"CALF"," STIM"," HIGH","1",0.5399,1.7274,-1.6019,-2.9539,0.5337,1
"1051",1051,"BARREL"," STIM"," HIGH","6",1.6054,2.9868,0.9142,2.0725,0.2669,1
"1053",1053,"POCKET"," STIM"," HIGH","1",0.5495,-2.0262,2.284,1.973,0.3336,1
"1055",1055,"ALIEN"," STIM"," LOW","1",0.7324,-0.1922,3.03,3.061,0.0667,1
"1056",1056,"PONY"," STIM"," HIGH","6",1.1196,-3.1314,-0.26,-2.8714,0.0667,1
"1058",1058,"SWAYED"," STIM"," LOW","3",0.6736,-0.9566,-1.3997,0.4431,0.2502,1
"1059",1059,"ANIMAL"," STIM"," HIGH","6",0.6192,0.988,-0.0902,1.0782,0.1334,1
"1060",1060,"CLOCK"," STIM"," HIGH","3",0.6047,2.535,-2.0104,-1.7378,0.2502,1
"1061",1061,"LAMENT"," STIM"," LOW","6",1.031,0.0762,0.1803,-0.1041,1.4344,1
"1066",1066,"SHELL"," STIM"," HIGH","1",0.6936,2.3701,-2.9099,-1.0032,0.1501,1
"1069",1069,"LAIN"," STIM"," LOW","1",0.8961,1.8733,-1.4348,-2.9751,0.2502,1
"1071",1071,"VETO"," STIM"," LOW","1",0.703,-1.615,2.7305,1.9377,0.467,1
"1072",1072,"WARN"," STIM"," LOW","1",0.7954,0.1193,-0.0925,0.2117,2.9522,1
"1073",1073,"TITLE"," STIM"," LOW","1",0.9974,-2.7995,0.3797,3.1039,0.1001,1
